fan_id,acquisition_date,market,segment,acquisition_channel,age_group,gender,country_of_origin,email_opt_in,app_downloaded,ticket_purchase_intent,merch_purchase_intent,season_ticket_conversion,predicted_ltv_usd,engagement_score,churn_risk
FAN003267,2026-07-06,Other,New to Soccer,Partner Referral,25-34,Male,USA,True,True,0,1,0,68.55,78.7,Medium
FAN003268,2026-07-10,Houston,New to Soccer,Digital Ad,18-24,Female,USA,False,True,0,0,0,123.69,64.5,Low
FAN003269,2026-07-16,Denver,Casual Viewer,Email Campaign,35-44,Female,USA,True,True,0,1,0,130.23,54.6,Low
FAN003270,2026-07-23,New York,Converted Fan,Digital Ad,25-34,Male,USA,False,False,0,0,1,436.12,47.5,Medium
FAN003271,2026-06-27,New York,Casual Viewer,Social Media,35-44,Male,USA,True,True,0,0,1,146.83,61.3,Low
FAN003272,2026-06-12,Other,Lapsed Fan,Email Campaign,25-34,Male,England,True,False,0,0,0,177.13,65.1,Low
FAN003273,2026-07-28,New York,Casual Viewer,TV Promotion,45-54,Female,Mexico,True,False,1,0,0,108.29,56.5,Low
FAN003274,2026-07-09,San Francisco,New to Soccer,Digital Ad,18-24,Male,Colombia,True,True,0,0,1,86.5,85.3,Low
FAN003275,2026-08-18,Houston,New to Soccer,Email Campaign,18-24,Male,USA,False,False,0,0,1,126.67,65.1,Medium
FAN003276,2026-08-14,Chicago,Converted Fan,Partner Referral,55+,Female,USA,True,True,1,0,1,289.69,68.0,High
FAN003277,2026-08-19,Dallas,New to Soccer,Digital Ad,45-54,Female,Mexico,True,False,0,1,0,85.1,70.3,High
FAN003278,2026-07-06,San Francisco,New to Soccer,Social Media,55+,Male,Brazil,True,True,0,0,0,82.05,36.9,Low
FAN003279,2026-06-30,Other,Casual Viewer,Email Campaign,18-24,Male,USA,False,False,0,0,0,162.89,36.0,High
FAN003280,2026-08-08,Los Angeles,Converted Fan,Partner Referral,25-34,Female,Brazil,False,True,0,1,1,381.76,37.7,Medium
FAN003281,2026-07-05,San Francisco,Casual Viewer,Social Media,55+,Male,Germany,False,False,0,0,1,174.32,84.1,Low
FAN003282,2026-06-24,Chicago,Casual Viewer,Email Campaign,45-54,Male,Brazil,False,False,0,0,0,169.43,57.6,Medium
FAN003283,2026-08-23,San Francisco,Lapsed Fan,Email Campaign,18-24,Female,Colombia,True,False,1,1,1,285.43,23.5,High
FAN003284,2026-08-31,New York,Casual Viewer,Digital Ad,45-54,Non-binary/Other,Other,True,False,0,1,0,174.42,37.0,Low
FAN003285,2026-07-06,Houston,Converted Fan,Partner Referral,35-44,Male,Brazil,True,False,0,1,1,315.64,54.3,Medium
FAN003286,2026-06-18,Los Angeles,Casual Viewer,Digital Ad,45-54,Male,USA,True,False,0,1,0,174.7,68.7,Low
FAN003287,2026-07-02,Los Angeles,Converted Fan,TV Promotion,25-34,Male,Mexico,True,False,0,1,1,346.0,58.1,Medium
FAN003288,2026-08-10,San Francisco,Casual Viewer,Partner Referral,25-34,Male,Brazil,False,False,0,1,0,141.94,71.6,Medium
FAN003289,2026-09-07,Los Angeles,New to Soccer,Partner Referral,45-54,Female,Mexico,False,False,0,0,0,105.03,32.6,High
FAN003290,2026-06-25,San Francisco,Lapsed Fan,Partner Referral,35-44,Female,Brazil,True,False,0,0,1,242.28,29.5,Low
FAN003291,2026-06-17,Houston,Casual Viewer,Social Media,25-34,Female,Brazil,False,False,0,0,0,145.69,40.6,High
FAN003292,2026-08-29,New York,Casual Viewer,Digital Ad,35-44,Male,Brazil,True,False,1,0,0,174.25,92.4,Low
FAN003293,2026-07-02,Chicago,Casual Viewer,Social Media,25-34,Female,Brazil,False,False,1,0,0,118.71,43.7,Medium
FAN003294,2026-07-09,Atlanta,Casual Viewer,Social Media,25-34,Male,Brazil,True,False,0,0,1,141.57,77.4,Low
FAN003295,2026-10-13,Other,Converted Fan,Digital Ad,35-44,Female,Colombia,True,False,1,1,1,329.55,75.3,Medium
FAN003296,2026-06-17,Chicago,Lapsed Fan,Social Media,18-24,Male,USA,True,True,0,0,1,200.45,79.8,Medium
FAN003297,2026-07-18,New York,Casual Viewer,Email Campaign,35-44,Male,USA,False,False,0,0,0,117.59,57.0,Medium
FAN003298,2026-06-18,New York,Lapsed Fan,Digital Ad,35-44,Female,Mexico,True,False,0,1,0,204.35,70.7,Low
FAN003299,2026-07-02,Boston,Converted Fan,Social Media,45-54,Male,USA,True,True,0,1,0,279.03,73.2,High
FAN003300,2026-08-10,Dallas,Lapsed Fan,Social Media,55+,Male,England,True,False,0,1,0,236.01,53.4,High
FAN003301,2026-07-04,Los Angeles,New to Soccer,Digital Ad,35-44,Male,USA,True,True,0,0,0,101.56,37.1,High
FAN003302,2026-10-30,Chicago,New to Soccer,In-Stadium,35-44,Male,USA,True,False,0,0,0,87.52,35.3,High
FAN003303,2026-07-10,Seattle,Lapsed Fan,In-Stadium,18-24,Male,Mexico,True,False,0,0,1,208.55,46.6,Medium
FAN003304,2026-06-30,Chicago,Lapsed Fan,Email Campaign,18-24,Female,Brazil,True,True,0,1,0,225.35,16.4,Medium
FAN003305,2026-06-26,Boston,Lapsed Fan,Partner Referral,25-34,Male,Colombia,False,False,0,1,1,213.67,74.0,Low
FAN003306,2026-07-01,Los Angeles,Lapsed Fan,Email Campaign,25-34,Male,Mexico,True,True,0,0,0,180.66,32.9,High
FAN003307,2026-07-02,San Francisco,Casual Viewer,Digital Ad,45-54,Male,USA,True,True,0,0,1,139.54,27.5,Low
FAN003308,2026-06-17,Houston,New to Soccer,Partner Referral,25-34,Female,Other,True,False,0,0,0,95.8,43.5,High
FAN003309,2026-07-02,Miami,Lapsed Fan,Social Media,25-34,Male,Mexico,True,False,1,0,0,209.6,71.9,High
FAN003310,2026-07-05,Miami,Converted Fan,Social Media,25-34,Female,USA,True,False,0,1,1,317.33,0.0,Medium
FAN003311,2026-07-28,Houston,Converted Fan,TV Promotion,35-44,Non-binary/Other,USA,False,False,0,1,1,404.28,26.6,Medium
FAN003312,2026-07-19,Houston,Casual Viewer,Organic Search,18-24,Male,Colombia,False,False,0,1,1,127.0,79.9,Medium
FAN003313,2026-07-26,Los Angeles,Converted Fan,Social Media,18-24,Female,Mexico,True,False,0,1,1,378.97,60.9,High
FAN003314,2026-06-11,Other,Lapsed Fan,Social Media,35-44,Female,Mexico,True,False,0,1,1,159.02,87.0,Low
FAN003315,2026-06-25,Denver,Casual Viewer,Digital Ad,18-24,Female,Brazil,True,False,0,1,0,150.14,54.4,Medium
FAN003316,2026-07-20,Houston,New to Soccer,Social Media,25-34,Male,Mexico,False,False,0,1,0,84.87,61.7,Medium
FAN003317,2026-07-06,New York,Casual Viewer,Social Media,25-34,Male,USA,True,False,0,1,0,152.1,34.6,High
FAN003318,2026-06-11,New York,New to Soccer,Digital Ad,35-44,Male,Brazil,True,True,0,0,0,115.8,51.5,Low
FAN003319,2026-08-11,Atlanta,Converted Fan,Social Media,55+,Male,Germany,False,False,1,0,1,416.19,63.3,Low
FAN003320,2026-08-05,Other,New to Soccer,Email Campaign,55+,Male,Mexico,True,False,0,0,0,67.35,31.5,High
FAN003321,2026-07-10,New York,Converted Fan,Social Media,55+,Male,USA,True,False,0,0,1,356.65,58.4,Medium
FAN003322,2026-06-17,San Francisco,Casual Viewer,Digital Ad,25-34,Male,USA,False,True,0,0,1,149.55,49.5,Low
FAN003323,2026-08-03,Dallas,Lapsed Fan,Digital Ad,45-54,Female,Mexico,False,False,0,0,1,168.63,98.3,Medium
FAN003324,2026-07-12,Los Angeles,Converted Fan,Partner Referral,25-34,Male,USA,True,True,1,1,0,421.3,63.5,High
FAN003325,2026-08-06,Chicago,New to Soccer,Digital Ad,35-44,Male,Mexico,False,False,0,0,0,88.2,21.1,Medium
FAN003326,2026-08-01,Dallas,Lapsed Fan,In-Stadium,18-24,Male,Other,True,False,0,0,0,191.13,49.5,Low
FAN003327,2026-08-10,New York,Converted Fan,Social Media,45-54,Male,USA,True,False,0,0,1,313.79,39.7,Low
FAN003328,2026-07-08,Los Angeles,Casual Viewer,Organic Search,18-24,Male,Mexico,False,True,0,0,0,143.1,33.9,High
FAN003329,2026-06-22,New York,Converted Fan,TV Promotion,35-44,Male,USA,False,True,0,1,1,395.33,88.3,Low
FAN003330,2026-07-21,Denver,Converted Fan,Email Campaign,35-44,Male,Mexico,False,True,0,0,0,369.38,37.3,Low
FAN003331,2026-07-15,Miami,New to Soccer,Email Campaign,25-34,Female,USA,True,False,0,0,0,116.15,44.8,High
FAN003332,2026-07-30,Houston,Lapsed Fan,Social Media,45-54,Male,Other,True,True,0,1,0,194.91,65.6,Medium
FAN003333,2026-06-23,San Francisco,Casual Viewer,In-Stadium,45-54,Male,USA,True,False,0,0,0,172.67,30.8,Low
FAN003334,2026-06-24,Other,Casual Viewer,Social Media,25-34,Male,Brazil,False,False,0,0,0,168.79,70.6,High
FAN003335,2026-09-03,New York,Converted Fan,Email Campaign,25-34,Male,USA,True,True,1,0,1,336.31,45.8,Medium
FAN003336,2026-08-01,New York,Casual Viewer,Email Campaign,25-34,Male,USA,False,True,0,0,0,119.57,76.0,Medium
FAN003337,2026-09-10,Los Angeles,Lapsed Fan,Organic Search,18-24,Male,USA,True,True,1,0,0,266.86,63.6,Low
FAN003338,2026-08-02,Denver,Casual Viewer,Social Media,25-34,Male,Colombia,True,False,0,0,0,137.82,36.6,Low
FAN003339,2026-07-13,Chicago,Converted Fan,Digital Ad,35-44,Female,Other,False,False,1,1,1,419.29,44.1,Low
FAN003340,2026-07-19,Seattle,New to Soccer,Social Media,45-54,Male,USA,True,True,0,0,1,88.64,78.3,Low
FAN003341,2026-09-02,Los Angeles,New to Soccer,Email Campaign,55+,Male,USA,True,False,0,0,0,95.15,61.8,Medium
FAN003342,2026-07-12,Houston,New to Soccer,Digital Ad,25-34,Female,Germany,True,True,0,0,1,100.27,27.4,Medium
FAN003343,2026-07-16,New York,Lapsed Fan,Social Media,18-24,Male,Mexico,True,True,0,1,1,224.26,63.4,High
FAN003344,2026-06-23,Chicago,New to Soccer,Digital Ad,25-34,Male,Other,False,True,0,0,0,97.09,51.5,Medium
FAN003345,2026-07-06,Los Angeles,New to Soccer,Email Campaign,18-24,Male,England,False,False,0,0,1,114.21,60.6,High
FAN003346,2026-07-27,Miami,Casual Viewer,Social Media,55+,Male,Argentina,True,False,0,0,0,166.77,61.1,Medium
FAN003347,2026-06-28,Boston,Casual Viewer,Social Media,35-44,Male,USA,True,True,1,0,1,141.25,16.4,Low
FAN003348,2026-06-25,Other,New to Soccer,Digital Ad,18-24,Male,Colombia,True,True,0,0,0,93.22,82.7,Medium
FAN003349,2026-06-29,Los Angeles,Casual Viewer,Email Campaign,25-34,Male,USA,False,False,0,0,0,184.83,52.8,Medium
FAN003350,2026-06-26,Boston,Converted Fan,In-Stadium,25-34,Male,USA,True,True,1,0,1,371.48,84.5,Medium
FAN003351,2026-06-25,Denver,Casual Viewer,Social Media,35-44,Female,Mexico,False,True,0,0,1,143.97,66.8,Medium
FAN003352,2026-07-04,New York,New to Soccer,TV Promotion,25-34,Female,Brazil,False,False,0,0,0,116.17,29.7,Low
FAN003353,2026-09-10,Miami,Casual Viewer,Digital Ad,35-44,Female,Other,True,False,0,0,0,152.77,90.0,Low
FAN003354,2026-07-07,Dallas,Converted Fan,Digital Ad,25-34,Female,USA,True,True,1,1,1,355.25,35.6,High
FAN003355,2026-06-24,Los Angeles,Casual Viewer,Social Media,45-54,Female,Mexico,True,False,0,0,0,134.18,30.5,High
FAN003356,2026-06-18,New York,Casual Viewer,Email Campaign,45-54,Male,USA,True,False,0,0,0,145.11,29.8,Low
FAN003357,2026-07-24,Los Angeles,Casual Viewer,Digital Ad,35-44,Male,England,False,False,0,0,1,158.79,98.6,Medium
FAN003358,2026-07-02,Miami,Lapsed Fan,Email Campaign,55+,Male,Mexico,True,True,0,0,0,199.54,36.9,Medium
FAN003359,2026-08-14,Los Angeles,Casual Viewer,Organic Search,18-24,Male,USA,False,False,0,0,0,143.6,35.2,Medium
FAN003360,2026-07-19,Los Angeles,New to Soccer,Organic Search,25-34,Female,Other,True,False,0,0,1,96.79,34.2,Medium
FAN003361,2026-08-09,San Francisco,Lapsed Fan,TV Promotion,25-34,Female,USA,True,True,0,0,1,216.91,59.0,Medium
FAN003362,2026-06-28,Chicago,Casual Viewer,In-Stadium,18-24,Male,USA,True,False,0,0,1,111.95,42.1,Medium
FAN003363,2026-07-23,New York,Converted Fan,Digital Ad,55+,Female,USA,True,False,1,1,1,296.21,40.0,Low
FAN003364,2026-06-27,Chicago,New to Soccer,Digital Ad,35-44,Male,Argentina,True,False,1,0,0,93.21,23.4,Medium
FAN003365,2026-09-26,Other,New to Soccer,Digital Ad,25-34,Female,USA,False,False,0,0,1,70.38,30.3,Medium
FAN003366,2026-07-17,Los Angeles,Lapsed Fan,Social Media,25-34,Female,Mexico,False,False,0,0,0,210.44,78.5,Medium
FAN003367,2026-06-30,Los Angeles,Lapsed Fan,Organic Search,25-34,Male,England,False,False,0,0,1,228.09,54.5,Low
FAN003368,2026-06-28,New York,New to Soccer,Email Campaign,45-54,Female,USA,False,False,1,0,1,107.37,54.2,High
FAN003369,2026-06-24,Los Angeles,Converted Fan,Social Media,25-34,Female,USA,True,False,0,0,1,314.31,46.1,Medium
FAN003370,2026-07-24,Miami,Lapsed Fan,Digital Ad,18-24,Male,Other,False,True,0,0,0,217.36,49.3,Low
FAN003371,2026-06-26,Other,Converted Fan,Email Campaign,35-44,Male,USA,True,True,1,1,1,378.26,31.6,Low
FAN003372,2026-07-13,Miami,Lapsed Fan,Organic Search,55+,Male,Mexico,True,True,0,0,0,219.92,77.1,High
FAN003373,2026-06-27,Chicago,New to Soccer,TV Promotion,18-24,Male,Argentina,True,False,0,0,1,90.68,77.7,Medium
FAN003374,2026-07-20,Chicago,Lapsed Fan,Email Campaign,55+,Male,England,True,False,0,0,0,189.96,60.6,High
FAN003375,2026-08-13,New York,Casual Viewer,Partner Referral,45-54,Male,USA,False,True,0,0,1,154.02,71.1,High
FAN003376,2026-08-05,New York,New to Soccer,Digital Ad,35-44,Male,Argentina,True,True,0,0,0,81.31,87.3,Medium
FAN003377,2026-08-02,Seattle,Casual Viewer,TV Promotion,35-44,Male,Argentina,True,False,0,0,1,159.12,72.9,Low
FAN003378,2026-06-24,Houston,Lapsed Fan,Email Campaign,18-24,Male,USA,False,False,0,0,0,246.21,21.9,Low
FAN003379,2026-06-19,New York,Casual Viewer,Social Media,18-24,Male,USA,True,True,0,0,1,108.4,46.4,High
FAN003380,2026-07-24,Los Angeles,Lapsed Fan,Social Media,25-34,Male,USA,True,True,0,1,0,210.47,58.4,High
FAN003381,2026-07-01,Chicago,Casual Viewer,Partner Referral,45-54,Male,USA,True,True,0,0,0,123.04,30.8,Medium
FAN003382,2026-07-04,Boston,Casual Viewer,Organic Search,45-54,Male,USA,True,False,0,1,0,124.84,73.9,Low
FAN003383,2026-06-14,Chicago,Casual Viewer,TV Promotion,25-34,Male,Mexico,True,False,0,1,0,154.69,40.7,Low
FAN003384,2026-06-27,Boston,Lapsed Fan,Email Campaign,45-54,Male,USA,True,False,0,0,1,228.19,66.2,Low
FAN003385,2026-06-14,Dallas,Casual Viewer,Email Campaign,18-24,Male,Mexico,True,True,0,0,1,167.6,38.7,Medium
FAN003386,2026-08-30,New York,New to Soccer,Social Media,18-24,Female,USA,False,True,0,0,0,90.76,62.1,High
FAN003387,2026-06-27,Other,Converted Fan,Email Campaign,18-24,Female,USA,False,True,0,1,1,334.71,22.1,Medium
FAN003388,2026-07-10,Los Angeles,Lapsed Fan,Digital Ad,25-34,Male,Colombia,True,False,0,1,1,223.3,42.2,Medium
FAN003389,2026-06-15,Los Angeles,New to Soccer,TV Promotion,45-54,Male,Other,False,True,0,1,0,104.68,38.9,Low
FAN003390,2026-07-20,Seattle,New to Soccer,In-Stadium,18-24,Female,Mexico,True,True,0,0,0,90.39,71.2,Medium
FAN003391,2026-06-30,Los Angeles,Converted Fan,Email Campaign,18-24,Male,USA,False,False,0,1,1,337.04,50.4,Low
FAN003392,2026-09-06,Chicago,Lapsed Fan,Social Media,55+,Non-binary/Other,Other,True,True,0,1,0,205.68,25.8,High
FAN003393,2026-09-02,Atlanta,Converted Fan,In-Stadium,45-54,Male,Brazil,True,False,0,0,1,402.36,65.5,Medium
FAN003394,2026-06-30,Dallas,Casual Viewer,Email Campaign,35-44,Female,USA,True,True,0,0,1,123.43,50.3,Medium
FAN003395,2026-09-07,Los Angeles,Lapsed Fan,In-Stadium,18-24,Female,USA,True,True,0,0,0,199.8,58.3,Low
FAN003396,2026-10-29,Dallas,Converted Fan,Social Media,45-54,Male,Other,True,False,0,1,1,385.54,48.2,High
FAN003397,2026-08-15,Seattle,Converted Fan,In-Stadium,18-24,Male,Colombia,True,True,1,1,1,302.96,45.6,Medium
FAN003398,2026-08-20,Chicago,Casual Viewer,Digital Ad,25-34,Male,Mexico,True,True,0,0,1,127.25,42.0,High
FAN003399,2026-06-27,Miami,Lapsed Fan,Digital Ad,18-24,Male,Argentina,True,True,0,0,1,201.95,84.0,High
FAN003400,2026-07-11,Other,New to Soccer,Partner Referral,55+,Male,Mexico,True,True,0,1,1,114.45,70.2,Medium
FAN003401,2026-06-17,Other,Converted Fan,Partner Referral,18-24,Non-binary/Other,USA,True,True,0,0,1,350.78,69.8,Medium
FAN003402,2026-06-19,Houston,Converted Fan,Social Media,25-34,Male,Mexico,True,True,0,1,0,250.45,31.9,High
FAN003403,2026-10-31,New York,New to Soccer,Digital Ad,25-34,Male,USA,False,False,0,1,0,87.43,66.5,Medium
FAN003404,2026-06-30,San Francisco,Casual Viewer,Digital Ad,25-34,Male,Argentina,True,False,0,0,0,162.87,41.0,Medium
FAN003405,2026-07-31,Los Angeles,Converted Fan,Social Media,25-34,Female,Brazil,True,True,1,0,1,326.65,47.1,Medium
FAN003406,2026-08-11,Dallas,Casual Viewer,Email Campaign,55+,Male,Other,False,False,0,0,0,146.02,49.7,Low
FAN003407,2026-08-23,Chicago,Converted Fan,Social Media,18-24,Female,Brazil,True,False,0,0,1,495.17,64.5,Medium
FAN003408,2026-10-30,San Francisco,Lapsed Fan,In-Stadium,25-34,Female,England,False,False,0,0,0,236.89,46.2,High
FAN003409,2026-06-26,Chicago,New to Soccer,Digital Ad,25-34,Non-binary/Other,Brazil,True,True,0,1,0,88.5,84.9,Low
FAN003410,2026-06-15,Other,New to Soccer,Digital Ad,55+,Non-binary/Other,USA,True,True,0,0,1,74.3,67.6,Medium
FAN003411,2026-07-03,New York,Lapsed Fan,Partner Referral,55+,Female,Brazil,True,False,0,0,0,155.58,34.1,Medium
FAN003412,2026-06-21,New York,Lapsed Fan,Email Campaign,35-44,Male,Mexico,True,True,0,0,0,241.87,3.9,Medium
FAN003413,2026-06-13,Boston,Lapsed Fan,Social Media,45-54,Male,Other,True,False,0,1,1,198.27,55.8,Medium
FAN003414,2026-07-01,Chicago,Converted Fan,Organic Search,25-34,Male,Other,False,False,1,1,0,374.14,54.2,High
FAN003415,2026-08-07,Houston,Casual Viewer,Digital Ad,25-34,Male,Colombia,True,False,0,0,1,138.65,21.1,Medium
FAN003416,2026-07-11,Other,Casual Viewer,Digital Ad,25-34,Female,Germany,True,True,0,0,0,103.53,71.2,Low
FAN003417,2026-06-29,Miami,New to Soccer,Digital Ad,25-34,Male,USA,True,False,0,0,0,125.49,29.4,Medium
FAN003418,2026-07-19,Dallas,Casual Viewer,Email Campaign,25-34,Male,USA,True,False,0,0,0,100.9,9.3,Low
FAN003419,2026-06-26,New York,Converted Fan,Digital Ad,18-24,Female,Mexico,True,False,0,1,0,185.19,64.0,Low
FAN003420,2026-06-12,Dallas,Converted Fan,In-Stadium,45-54,Male,Brazil,False,True,0,1,0,409.71,78.7,Medium
FAN003421,2026-08-03,Chicago,Casual Viewer,Email Campaign,35-44,Male,USA,False,True,0,0,0,143.79,19.5,Low
FAN003422,2026-07-15,Houston,New to Soccer,Digital Ad,18-24,Male,Mexico,True,False,0,0,1,83.05,44.2,Medium
FAN003423,2026-08-03,Seattle,Casual Viewer,Email Campaign,25-34,Male,Other,True,False,1,0,0,137.12,27.3,Medium
FAN003424,2026-06-15,Houston,New to Soccer,Email Campaign,35-44,Non-binary/Other,USA,True,False,0,1,1,96.09,12.3,Medium
FAN003425,2026-08-18,Other,Lapsed Fan,Organic Search,25-34,Male,Mexico,True,False,0,0,1,213.34,31.9,High
FAN003426,2026-07-15,Seattle,New to Soccer,Digital Ad,55+,Male,USA,True,True,0,0,1,122.65,68.4,Medium
FAN003427,2026-07-11,San Francisco,Casual Viewer,Digital Ad,55+,Male,USA,True,False,0,0,0,139.87,58.1,Low
FAN003428,2026-07-15,Miami,Converted Fan,Digital Ad,55+,Female,USA,True,True,0,0,0,347.2,35.5,Medium
FAN003429,2026-08-25,Chicago,New to Soccer,Partner Referral,25-34,Male,Mexico,False,True,0,0,1,101.98,56.9,Medium
FAN003430,2026-07-12,New York,Lapsed Fan,TV Promotion,25-34,Female,USA,False,False,0,0,0,215.65,51.0,Medium
FAN003431,2026-07-12,New York,Converted Fan,Digital Ad,35-44,Female,USA,True,False,0,1,1,447.6,61.0,High
FAN003432,2026-10-26,New York,Lapsed Fan,In-Stadium,35-44,Male,USA,True,False,1,0,0,265.99,48.1,Low
FAN003433,2026-08-02,Other,Casual Viewer,Partner Referral,25-34,Female,USA,True,False,1,0,1,119.51,51.0,High
FAN003434,2026-07-04,Los Angeles,Lapsed Fan,Digital Ad,35-44,Female,USA,True,True,0,0,1,227.04,45.7,Low
FAN003435,2026-07-25,San Francisco,Casual Viewer,Email Campaign,18-24,Male,Colombia,True,True,0,1,0,135.34,3.5,Medium
FAN003436,2026-07-02,Miami,Casual Viewer,Digital Ad,35-44,Non-binary/Other,USA,False,False,0,0,0,165.82,41.9,Medium
FAN003437,2026-06-26,Miami,Converted Fan,Social Media,25-34,Male,USA,True,False,0,0,1,405.13,70.8,Low
FAN003438,2026-07-13,Miami,Casual Viewer,Partner Referral,55+,Male,Colombia,False,False,0,0,1,132.4,48.2,High
FAN003439,2026-09-20,Los Angeles,Casual Viewer,Organic Search,45-54,Female,Mexico,True,True,0,0,0,149.32,36.9,High
FAN003440,2026-09-20,Denver,Casual Viewer,Partner Referral,45-54,Male,Other,True,False,0,0,0,111.37,86.3,High
FAN003441,2026-06-30,Denver,Lapsed Fan,Digital Ad,45-54,Male,USA,True,False,0,0,1,273.58,59.9,Low
FAN003442,2026-07-09,Dallas,Casual Viewer,Partner Referral,35-44,Non-binary/Other,USA,False,False,1,0,0,129.77,23.7,High
FAN003443,2026-06-25,Atlanta,Casual Viewer,Email Campaign,18-24,Male,Mexico,True,False,0,1,0,113.63,26.4,Medium
FAN003444,2026-10-29,New York,Lapsed Fan,Social Media,55+,Male,Mexico,False,True,0,0,0,173.86,79.8,Medium
FAN003445,2026-10-20,New York,Converted Fan,Digital Ad,25-34,Male,USA,False,False,0,1,0,395.01,37.0,Medium
FAN003446,2026-07-18,Miami,Converted Fan,Partner Referral,18-24,Female,USA,False,True,0,1,0,383.81,22.5,Medium
FAN003447,2026-08-11,Atlanta,Converted Fan,Social Media,25-34,Female,USA,False,False,0,0,1,361.62,95.0,Low
FAN003448,2026-07-26,Los Angeles,New to Soccer,Social Media,35-44,Male,Mexico,True,False,0,0,0,95.76,18.3,Medium
FAN003449,2026-07-13,Miami,Casual Viewer,Digital Ad,55+,Male,USA,True,False,0,0,1,162.88,13.7,Low
FAN003450,2026-06-16,New York,New to Soccer,Email Campaign,35-44,Male,Mexico,True,False,0,0,1,108.8,56.4,High
FAN003451,2026-07-05,Other,Casual Viewer,Email Campaign,35-44,Female,Mexico,True,True,0,0,1,153.93,66.4,High
FAN003452,2026-07-21,Boston,Converted Fan,TV Promotion,25-34,Male,Mexico,True,False,0,0,1,322.6,36.3,Medium
FAN003453,2026-07-22,Chicago,New to Soccer,Partner Referral,18-24,Male,USA,False,True,0,0,0,62.55,41.7,High
FAN003454,2026-07-02,Other,Lapsed Fan,Social Media,25-34,Female,Mexico,False,False,0,0,1,218.2,33.3,Medium
FAN003455,2026-09-28,New York,Casual Viewer,Social Media,25-34,Female,Other,True,True,0,0,1,143.51,68.6,High
FAN003456,2026-06-23,Houston,New to Soccer,Partner Referral,25-34,Female,Mexico,True,False,0,0,0,103.95,31.7,High
FAN003457,2026-07-07,New York,New to Soccer,Social Media,25-34,Male,USA,True,False,0,0,0,108.09,66.5,High
FAN003458,2026-07-23,Los Angeles,Casual Viewer,Digital Ad,25-34,Female,Brazil,False,True,0,0,1,151.02,61.0,Low
FAN003459,2026-07-24,Los Angeles,Converted Fan,Partner Referral,45-54,Male,USA,False,False,1,1,1,410.47,65.7,High
FAN003460,2026-07-18,Los Angeles,Converted Fan,Social Media,35-44,Female,Argentina,True,False,1,0,1,416.52,36.9,High
FAN003461,2026-06-28,Other,Lapsed Fan,Digital Ad,45-54,Female,Argentina,True,False,0,0,0,237.87,43.7,Low
FAN003462,2026-06-23,Chicago,Casual Viewer,Digital Ad,45-54,Male,USA,True,True,0,0,0,154.18,34.5,High
FAN003463,2026-07-17,Los Angeles,Lapsed Fan,Email Campaign,35-44,Male,USA,False,False,0,0,0,214.32,50.3,Medium
FAN003464,2026-07-13,Dallas,Casual Viewer,Partner Referral,55+,Male,Other,False,False,0,0,0,126.92,55.1,High
FAN003465,2026-06-24,San Francisco,Casual Viewer,Digital Ad,25-34,Female,Germany,True,False,0,0,0,127.79,30.4,Low
FAN003466,2026-07-25,Other,Converted Fan,Email Campaign,35-44,Male,Brazil,True,False,1,0,0,484.19,37.5,Medium
FAN003467,2026-07-05,Miami,Casual Viewer,Digital Ad,25-34,Female,Mexico,True,True,0,1,0,152.38,40.5,High
FAN003468,2026-07-20,Boston,New to Soccer,Social Media,25-34,Non-binary/Other,Mexico,True,False,1,0,0,107.8,26.6,High
FAN003469,2026-08-18,Chicago,Converted Fan,Digital Ad,45-54,Male,Other,True,False,0,1,1,355.17,69.4,Medium
FAN003470,2026-06-23,New York,Casual Viewer,TV Promotion,35-44,Female,USA,False,False,0,0,0,95.06,63.2,Medium
FAN003471,2026-06-13,Chicago,Casual Viewer,Social Media,35-44,Male,USA,True,True,1,0,0,156.36,71.1,Medium
FAN003472,2026-08-06,Chicago,Lapsed Fan,Digital Ad,25-34,Male,USA,True,True,0,1,0,198.16,48.2,High
FAN003473,2026-07-14,Chicago,New to Soccer,Partner Referral,18-24,Female,Colombia,False,False,0,0,0,104.72,87.5,Low
FAN003474,2026-07-24,San Francisco,Casual Viewer,Digital Ad,35-44,Male,Mexico,True,False,0,0,0,136.29,61.9,High
FAN003475,2026-08-18,Chicago,Converted Fan,Digital Ad,18-24,Male,Colombia,True,True,0,1,1,386.82,71.2,Medium
FAN003476,2026-08-10,Other,Lapsed Fan,Social Media,45-54,Male,Mexico,True,True,0,0,1,240.57,52.0,High
FAN003477,2026-10-09,Other,New to Soccer,Email Campaign,25-34,Male,USA,True,False,0,0,0,89.15,15.8,Medium
FAN003478,2026-07-09,Houston,Casual Viewer,Social Media,55+,Male,Argentina,True,True,0,1,1,136.73,72.9,Low
FAN003479,2026-07-07,Miami,Casual Viewer,Social Media,25-34,Male,Colombia,True,True,0,0,0,109.51,42.8,Low
FAN003480,2026-07-03,Chicago,Casual Viewer,Social Media,25-34,Male,Argentina,True,False,0,0,0,157.78,64.2,Low
FAN003481,2026-06-23,Chicago,Converted Fan,In-Stadium,35-44,Male,Colombia,False,True,0,0,0,273.64,70.4,Low
FAN003482,2026-07-11,Other,Converted Fan,Digital Ad,55+,Male,Argentina,False,True,1,1,1,326.65,78.4,Medium
FAN003483,2026-06-28,New York,Converted Fan,Digital Ad,25-34,Male,Mexico,True,False,1,1,1,359.48,72.0,Medium
