fan_id,segment,campaign_type,emails_sent,email_open_rate,click_through_rate,app_sessions_30d,push_opt_in,days_since_last_touch,journey_stage,revenue_generated_usd
FAN006503,Lapsed Fan,Loyalty Reward,7,0.258,0.085,27,False,46,Consideration,48.53
FAN006504,Casual Viewer,Re-engagement,9,0.372,0.149,9,True,74,Loyalty,15.07
FAN006505,Converted Fan,Loyalty Reward,7,0.136,0.076,36,True,50,Conversion,136.07
FAN006506,Lapsed Fan,Ticket Upsell,11,0.416,0.073,40,True,52,Conversion,318.25
FAN006507,Lapsed Fan,Content Newsletter,7,0.491,0.036,25,False,9,Loyalty,121.32
FAN006508,Lapsed Fan,Re-engagement,2,0.267,0.012,7,False,39,Awareness,114.48
FAN006509,Casual Viewer,Welcome Series,2,0.131,0.038,25,False,30,Conversion,11.14
FAN006510,Converted Fan,Ticket Upsell,11,0.418,0.01,26,True,6,Awareness,41.24
FAN006511,Casual Viewer,Re-engagement,9,0.093,0.103,30,False,56,Churned,27.85
FAN006512,Lapsed Fan,Ticket Upsell,7,0.616,0.176,40,True,72,Awareness,31.63
FAN006513,Casual Viewer,Loyalty Reward,10,0.174,0.08,24,False,36,Consideration,0.15
FAN006514,Casual Viewer,Loyalty Reward,10,0.219,0.01,41,True,30,Churned,178.74
FAN006515,Casual Viewer,Merchandise Offer,4,0.414,0.055,12,False,37,Awareness,138.69
FAN006516,Casual Viewer,Loyalty Reward,2,0.661,0.045,7,True,18,Churned,74.5
FAN006517,Lapsed Fan,Content Newsletter,2,0.224,0.127,16,False,24,Conversion,68.04
FAN006518,New to Soccer,Re-engagement,11,0.337,0.159,7,True,67,Awareness,140.95
FAN006519,Converted Fan,Ticket Upsell,3,0.346,0.087,20,True,39,Awareness,70.31
FAN006520,Casual Viewer,Ticket Upsell,7,0.407,0.14,33,False,83,Conversion,23.96
FAN006521,Casual Viewer,Re-engagement,9,0.346,0.136,43,True,41,Loyalty,214.05
FAN006522,Casual Viewer,Content Newsletter,8,0.121,0.099,6,False,16,Awareness,155.63
FAN006523,Converted Fan,Welcome Series,8,0.253,0.122,12,True,62,Conversion,287.24
FAN006524,Converted Fan,Loyalty Reward,3,0.366,0.094,38,False,50,Loyalty,57.13
FAN006525,Lapsed Fan,Re-engagement,7,0.431,0.116,32,False,50,Loyalty,36.01
FAN006526,Casual Viewer,Re-engagement,6,0.183,0.25,41,True,64,Conversion,120.2
FAN006527,Casual Viewer,Welcome Series,7,0.143,0.164,29,True,84,Conversion,54.7
FAN006528,Converted Fan,Welcome Series,1,0.325,0.234,23,True,72,Conversion,159.73
FAN006529,New to Soccer,Re-engagement,9,0.559,0.121,35,False,15,Awareness,8.43
FAN006530,Casual Viewer,Loyalty Reward,8,0.455,0.068,35,False,89,Consideration,17.03
FAN006531,New to Soccer,Ticket Upsell,7,0.332,0.118,41,True,19,Awareness,128.83
FAN006532,Casual Viewer,Loyalty Reward,3,0.305,0.098,33,True,28,Consideration,137.43
FAN006533,Casual Viewer,Loyalty Reward,8,0.353,0.104,41,True,64,Loyalty,10.49
FAN006534,Casual Viewer,Ticket Upsell,6,0.549,0.01,31,True,84,Loyalty,19.19
FAN006535,Lapsed Fan,Re-engagement,9,0.434,0.075,41,True,61,Churned,157.31
FAN006536,Converted Fan,Welcome Series,8,0.455,0.204,20,False,30,Consideration,136.23
FAN006537,Casual Viewer,Content Newsletter,5,0.383,0.126,8,True,9,Consideration,103.1
FAN006538,Lapsed Fan,Ticket Upsell,8,0.463,0.042,43,True,60,Consideration,29.32
FAN006539,Converted Fan,Content Newsletter,6,0.259,0.079,12,True,48,Churned,33.72
FAN006540,Converted Fan,Loyalty Reward,1,0.36,0.151,41,False,45,Awareness,7.42
FAN006541,Converted Fan,Re-engagement,10,0.305,0.087,43,False,57,Consideration,23.46
FAN006542,Casual Viewer,Welcome Series,7,0.61,0.037,41,True,85,Churned,102.24
FAN006543,Converted Fan,Ticket Upsell,8,0.227,0.101,2,False,35,Awareness,245.49
FAN006544,New to Soccer,Content Newsletter,10,0.364,0.075,41,False,55,Loyalty,6.71
FAN006545,Casual Viewer,Welcome Series,7,0.392,0.102,10,True,33,Churned,27.25
FAN006546,New to Soccer,Content Newsletter,4,0.347,0.095,32,True,1,Consideration,16.4
FAN006547,Converted Fan,Loyalty Reward,7,0.362,0.131,40,False,31,Awareness,12.3
FAN006548,New to Soccer,Content Newsletter,7,0.53,0.01,10,False,86,Conversion,11.44
FAN006549,New to Soccer,Ticket Upsell,4,0.416,0.05,38,True,27,Churned,138.67
FAN006550,Casual Viewer,Content Newsletter,2,0.411,0.01,0,True,65,Loyalty,24.82
FAN006551,Lapsed Fan,Welcome Series,11,0.312,0.148,41,False,65,Consideration,169.83
FAN006552,Casual Viewer,Merchandise Offer,11,0.304,0.032,18,True,23,Conversion,93.89
FAN006553,Converted Fan,Loyalty Reward,10,0.329,0.117,3,False,45,Churned,63.32
FAN006554,Casual Viewer,Re-engagement,2,0.283,0.1,38,True,38,Consideration,48.9
FAN006555,Casual Viewer,Loyalty Reward,10,0.328,0.029,42,False,71,Churned,79.52
FAN006556,Converted Fan,Ticket Upsell,1,0.093,0.031,17,False,40,Consideration,106.2
FAN006557,Converted Fan,Merchandise Offer,4,0.148,0.043,14,False,63,Awareness,4.91
FAN006558,New to Soccer,Welcome Series,3,0.18,0.067,33,False,12,Churned,135.43
FAN006559,Converted Fan,Content Newsletter,1,0.322,0.103,13,True,46,Conversion,2.44
FAN006560,Lapsed Fan,Re-engagement,4,0.52,0.015,5,False,83,Awareness,99.24
FAN006561,New to Soccer,Content Newsletter,5,0.273,0.13,44,False,77,Awareness,179.03
FAN006562,Casual Viewer,Re-engagement,1,0.566,0.081,25,False,26,Awareness,350.24
FAN006563,Converted Fan,Content Newsletter,8,0.428,0.126,44,False,76,Churned,65.15
FAN006564,Converted Fan,Loyalty Reward,8,0.082,0.084,3,True,53,Awareness,147.53
FAN006565,Casual Viewer,Re-engagement,4,0.464,0.031,23,True,29,Awareness,66.96
FAN006566,Casual Viewer,Ticket Upsell,1,0.279,0.01,13,True,22,Churned,159.14
FAN006567,Converted Fan,Loyalty Reward,11,0.372,0.073,27,True,67,Conversion,137.31
FAN006568,Casual Viewer,Ticket Upsell,4,0.394,0.01,9,False,55,Loyalty,4.92
FAN006569,Converted Fan,Merchandise Offer,9,0.311,0.107,44,False,44,Conversion,53.68
FAN006570,Converted Fan,Merchandise Offer,5,0.383,0.063,43,False,55,Conversion,117.76
FAN006571,Converted Fan,Welcome Series,11,0.295,0.069,38,False,18,Churned,109.95
FAN006572,Casual Viewer,Welcome Series,11,0.336,0.066,38,False,37,Awareness,86.14
FAN006573,Converted Fan,Content Newsletter,7,0.3,0.064,8,False,5,Loyalty,69.19
FAN006574,Converted Fan,Loyalty Reward,9,0.449,0.033,12,True,21,Awareness,69.16
FAN006575,Casual Viewer,Content Newsletter,6,0.303,0.06,21,False,12,Awareness,63.5
FAN006576,New to Soccer,Merchandise Offer,10,0.233,0.054,0,False,44,Consideration,11.27
FAN006577,Converted Fan,Content Newsletter,8,0.399,0.092,5,False,0,Awareness,145.48
FAN006578,New to Soccer,Welcome Series,2,0.494,0.066,10,False,66,Consideration,121.47
FAN006579,Casual Viewer,Welcome Series,1,0.473,0.015,34,True,9,Conversion,77.15
FAN006580,Converted Fan,Re-engagement,2,0.262,0.01,17,True,77,Churned,36.33
FAN006581,Lapsed Fan,Ticket Upsell,3,0.294,0.094,5,False,78,Loyalty,141.38
FAN006582,Lapsed Fan,Welcome Series,2,0.38,0.173,26,False,61,Consideration,78.76
FAN006583,Lapsed Fan,Ticket Upsell,3,0.451,0.143,41,False,16,Awareness,4.25
FAN006584,New to Soccer,Content Newsletter,8,0.186,0.078,1,True,21,Awareness,119.95
FAN006585,Converted Fan,Welcome Series,8,0.222,0.076,43,True,55,Conversion,102.47
FAN006586,Lapsed Fan,Merchandise Offer,7,0.256,0.01,41,False,49,Awareness,201.09
FAN006587,Converted Fan,Content Newsletter,8,0.422,0.03,27,True,86,Churned,270.51
FAN006588,Casual Viewer,Re-engagement,4,0.465,0.038,3,False,49,Conversion,188.69
FAN006589,Casual Viewer,Loyalty Reward,6,0.334,0.091,16,False,78,Loyalty,1.59
FAN006590,Casual Viewer,Welcome Series,11,0.426,0.102,9,True,14,Awareness,28.98
FAN006591,New to Soccer,Content Newsletter,10,0.414,0.084,42,False,53,Consideration,43.15
FAN006592,Casual Viewer,Welcome Series,4,0.445,0.083,19,False,33,Consideration,43.97
FAN006593,Lapsed Fan,Merchandise Offer,7,0.551,0.096,19,False,54,Churned,85.41
FAN006594,Converted Fan,Re-engagement,5,0.36,0.01,31,True,24,Awareness,52.47
FAN006595,New to Soccer,Ticket Upsell,9,0.195,0.104,42,True,63,Churned,98.59
FAN006596,Lapsed Fan,Merchandise Offer,4,0.313,0.01,43,False,80,Consideration,105.41
FAN006597,Casual Viewer,Welcome Series,3,0.468,0.166,25,True,12,Churned,18.33
FAN006598,Casual Viewer,Loyalty Reward,8,0.533,0.031,14,True,74,Conversion,66.44
FAN006599,Lapsed Fan,Re-engagement,4,0.326,0.099,39,True,48,Awareness,332.85
FAN006600,New to Soccer,Ticket Upsell,7,0.554,0.087,20,False,7,Conversion,98.55
FAN006601,Casual Viewer,Re-engagement,11,0.314,0.049,31,False,50,Awareness,139.19
FAN006602,Lapsed Fan,Re-engagement,6,0.507,0.107,21,False,16,Conversion,88.39
FAN006603,Converted Fan,Loyalty Reward,6,0.366,0.01,12,True,57,Awareness,71.64
FAN006604,Converted Fan,Merchandise Offer,1,0.414,0.139,37,True,72,Consideration,86.2
FAN006605,Lapsed Fan,Welcome Series,1,0.35,0.075,6,False,41,Loyalty,254.09
FAN006606,Casual Viewer,Ticket Upsell,10,0.272,0.059,43,False,14,Awareness,44.62
FAN006607,Converted Fan,Re-engagement,9,0.168,0.099,18,False,80,Awareness,106.27
FAN006608,New to Soccer,Welcome Series,4,0.342,0.01,36,True,63,Awareness,26.84
FAN006609,Lapsed Fan,Re-engagement,10,0.416,0.086,42,True,57,Conversion,12.08
FAN006610,Converted Fan,Loyalty Reward,2,0.218,0.081,10,True,50,Conversion,2.2
FAN006611,Lapsed Fan,Welcome Series,4,0.445,0.122,40,True,77,Conversion,94.07
FAN006612,Converted Fan,Content Newsletter,1,0.551,0.15,10,False,63,Loyalty,3.59
FAN006613,Casual Viewer,Loyalty Reward,1,0.413,0.01,5,True,37,Awareness,34.62
FAN006614,New to Soccer,Content Newsletter,11,0.356,0.086,15,True,16,Consideration,44.39
FAN006615,Lapsed Fan,Loyalty Reward,7,0.43,0.082,42,False,13,Consideration,28.56
FAN006616,Casual Viewer,Ticket Upsell,2,0.261,0.098,15,True,66,Awareness,14.9
FAN006617,Converted Fan,Merchandise Offer,11,0.283,0.15,37,True,51,Awareness,127.81
FAN006618,Converted Fan,Ticket Upsell,10,0.445,0.044,3,False,39,Churned,331.14
FAN006619,Converted Fan,Content Newsletter,7,0.268,0.099,31,True,81,Conversion,46.33
FAN006620,Converted Fan,Welcome Series,9,0.305,0.103,14,False,42,Churned,229.48
FAN006621,Lapsed Fan,Merchandise Offer,11,0.33,0.066,4,False,89,Awareness,37.25
FAN006622,Casual Viewer,Merchandise Offer,4,0.311,0.067,15,False,33,Awareness,24.13
FAN006623,Lapsed Fan,Merchandise Offer,5,0.225,0.069,0,True,69,Churned,28.24
FAN006624,Converted Fan,Re-engagement,7,0.255,0.065,39,False,24,Loyalty,21.04
FAN006625,Casual Viewer,Ticket Upsell,9,0.264,0.058,30,False,29,Conversion,25.19
FAN006626,Lapsed Fan,Ticket Upsell,6,0.25,0.088,26,False,3,Awareness,134.27
FAN006627,Lapsed Fan,Merchandise Offer,4,0.333,0.137,29,True,58,Consideration,257.72
FAN006628,Lapsed Fan,Ticket Upsell,1,0.213,0.043,12,False,55,Loyalty,42.44
FAN006629,Converted Fan,Re-engagement,9,0.2,0.03,5,True,50,Churned,62.17
FAN006630,Casual Viewer,Ticket Upsell,7,0.106,0.058,21,False,8,Conversion,22.6
FAN006631,New to Soccer,Content Newsletter,7,0.221,0.158,25,True,70,Loyalty,9.38
FAN006632,Converted Fan,Welcome Series,6,0.399,0.08,1,True,82,Conversion,156.25
FAN006633,New to Soccer,Welcome Series,7,0.183,0.071,26,True,79,Conversion,35.34
FAN006634,Lapsed Fan,Re-engagement,11,0.165,0.051,35,False,23,Churned,35.52
FAN006635,Casual Viewer,Re-engagement,11,0.576,0.088,1,False,60,Churned,148.45
FAN006636,New to Soccer,Content Newsletter,2,0.401,0.156,37,False,17,Consideration,63.35
FAN006637,Casual Viewer,Content Newsletter,1,0.404,0.114,5,True,3,Consideration,46.49
FAN006638,Converted Fan,Merchandise Offer,10,0.303,0.06,22,True,3,Loyalty,98.72
FAN006639,Lapsed Fan,Merchandise Offer,1,0.454,0.151,39,True,34,Awareness,76.21
FAN006640,Casual Viewer,Merchandise Offer,9,0.344,0.095,36,False,28,Awareness,101.33
FAN006641,New to Soccer,Loyalty Reward,6,0.546,0.01,36,False,50,Loyalty,5.04
FAN006642,Converted Fan,Merchandise Offer,10,0.161,0.047,28,False,81,Loyalty,79.82
FAN006643,Casual Viewer,Re-engagement,8,0.231,0.01,24,False,70,Awareness,53.53
FAN006644,Lapsed Fan,Re-engagement,9,0.419,0.036,27,True,0,Consideration,83.95
FAN006645,Casual Viewer,Content Newsletter,6,0.297,0.115,11,True,40,Churned,77.16
FAN006646,Casual Viewer,Welcome Series,8,0.371,0.064,9,False,40,Churned,172.9
FAN006647,Lapsed Fan,Re-engagement,5,0.413,0.155,10,False,29,Churned,33.03
FAN006648,New to Soccer,Welcome Series,11,0.539,0.069,28,True,10,Consideration,58.47
FAN006649,New to Soccer,Merchandise Offer,6,0.392,0.01,2,True,71,Consideration,162.58
FAN006650,Converted Fan,Welcome Series,2,0.193,0.22,20,True,50,Awareness,51.06
FAN006651,Converted Fan,Welcome Series,6,0.094,0.069,27,False,67,Loyalty,3.34
FAN006652,Casual Viewer,Re-engagement,4,0.279,0.038,15,False,66,Churned,19.1
FAN006653,New to Soccer,Re-engagement,6,0.497,0.085,39,True,28,Loyalty,21.57
FAN006654,New to Soccer,Re-engagement,9,0.312,0.12,31,True,28,Awareness,57.53
FAN006655,Lapsed Fan,Ticket Upsell,7,0.278,0.123,32,False,73,Churned,27.39
FAN006656,Converted Fan,Re-engagement,9,0.29,0.01,4,True,83,Loyalty,9.77
FAN006657,Converted Fan,Re-engagement,6,0.239,0.078,27,True,65,Loyalty,0.48
FAN006658,Casual Viewer,Loyalty Reward,9,0.233,0.01,11,False,37,Churned,17.24
FAN006659,Lapsed Fan,Content Newsletter,1,0.218,0.121,8,True,15,Conversion,14.53
FAN006660,Casual Viewer,Merchandise Offer,2,0.583,0.169,10,True,3,Loyalty,19.21
FAN006661,Casual Viewer,Content Newsletter,8,0.476,0.066,26,False,73,Consideration,22.68
FAN006662,Casual Viewer,Welcome Series,7,0.432,0.136,43,False,2,Consideration,1.63
FAN006663,Casual Viewer,Welcome Series,5,0.471,0.036,0,False,44,Awareness,150.09
FAN006664,Lapsed Fan,Content Newsletter,11,0.473,0.136,42,False,86,Loyalty,202.88
FAN006665,Converted Fan,Loyalty Reward,4,0.374,0.05,22,False,56,Churned,19.3
FAN006666,Converted Fan,Merchandise Offer,4,0.279,0.12,34,True,45,Consideration,156.87
FAN006667,Converted Fan,Content Newsletter,7,0.401,0.04,34,True,47,Loyalty,90.68
FAN006668,Casual Viewer,Welcome Series,2,0.421,0.085,8,True,40,Conversion,15.08
FAN006669,Lapsed Fan,Content Newsletter,9,0.323,0.149,5,False,16,Awareness,32.87
FAN006670,Casual Viewer,Merchandise Offer,4,0.387,0.035,11,False,6,Consideration,4.26
FAN006671,Converted Fan,Content Newsletter,1,0.327,0.152,43,True,24,Awareness,14.02
FAN006672,Lapsed Fan,Ticket Upsell,7,0.429,0.044,16,True,6,Awareness,57.92
FAN006673,Lapsed Fan,Welcome Series,2,0.348,0.046,44,True,76,Awareness,155.95
FAN006674,Converted Fan,Welcome Series,5,0.257,0.136,36,False,51,Awareness,44.45
FAN006675,New to Soccer,Re-engagement,2,0.559,0.023,13,False,41,Loyalty,6.74
FAN006676,Lapsed Fan,Content Newsletter,8,0.421,0.183,40,True,75,Awareness,3.9
FAN006677,Casual Viewer,Content Newsletter,4,0.336,0.186,41,True,43,Churned,8.79
FAN006678,Casual Viewer,Content Newsletter,9,0.426,0.12,12,True,28,Awareness,85.59
FAN006679,Casual Viewer,Merchandise Offer,2,0.16,0.043,1,True,28,Churned,12.48
FAN006680,Converted Fan,Ticket Upsell,6,0.342,0.082,17,False,30,Churned,194.24
FAN006681,New to Soccer,Re-engagement,10,0.235,0.097,33,True,59,Conversion,31.98
FAN006682,New to Soccer,Welcome Series,2,0.267,0.122,12,True,43,Consideration,109.1
FAN006683,Casual Viewer,Content Newsletter,11,0.553,0.063,27,True,48,Loyalty,179.29
FAN006684,Converted Fan,Ticket Upsell,7,0.515,0.041,7,True,72,Churned,11.68
FAN006685,Casual Viewer,Content Newsletter,4,0.401,0.126,8,True,21,Awareness,221.99
FAN006686,Casual Viewer,Merchandise Offer,10,0.48,0.08,25,False,89,Awareness,22.75
FAN006687,Lapsed Fan,Re-engagement,3,0.404,0.019,16,True,59,Consideration,32.03
FAN006688,Casual Viewer,Re-engagement,10,0.475,0.105,24,True,47,Consideration,124.2
FAN006689,Lapsed Fan,Merchandise Offer,11,0.38,0.037,39,True,63,Churned,6.97
FAN006690,Casual Viewer,Loyalty Reward,8,0.712,0.069,18,True,32,Conversion,236.05
FAN006691,New to Soccer,Loyalty Reward,1,0.321,0.01,44,False,51,Consideration,104.16
FAN006692,Casual Viewer,Content Newsletter,9,0.401,0.058,0,False,75,Consideration,126.57
FAN006693,Converted Fan,Content Newsletter,7,0.341,0.137,22,False,24,Consideration,346.87
FAN006694,Converted Fan,Re-engagement,4,0.468,0.12,33,True,0,Consideration,29.92
FAN006695,New to Soccer,Re-engagement,9,0.289,0.214,4,True,9,Conversion,116.7
FAN006696,New to Soccer,Ticket Upsell,4,0.129,0.099,15,True,81,Conversion,5.39
FAN006697,Casual Viewer,Loyalty Reward,4,0.456,0.133,26,True,76,Awareness,48.1
FAN006698,New to Soccer,Welcome Series,3,0.392,0.167,31,True,42,Conversion,18.08
FAN006699,Converted Fan,Ticket Upsell,11,0.357,0.135,17,False,25,Awareness,101.99
FAN006700,Casual Viewer,Content Newsletter,9,0.344,0.115,2,False,27,Awareness,113.87
FAN006701,Converted Fan,Content Newsletter,7,0.166,0.178,18,True,78,Churned,49.28
FAN006702,Converted Fan,Content Newsletter,8,0.365,0.03,43,False,35,Churned,152.25
FAN006703,New to Soccer,Content Newsletter,7,0.232,0.117,2,False,11,Awareness,184.86
FAN006704,Converted Fan,Loyalty Reward,8,0.418,0.089,34,True,5,Consideration,67.05
FAN006705,Casual Viewer,Loyalty Reward,11,0.364,0.139,34,True,15,Consideration,27.38
FAN006706,Casual Viewer,Re-engagement,2,0.381,0.016,28,True,83,Consideration,4.06
FAN006707,Casual Viewer,Welcome Series,10,0.26,0.147,1,True,28,Consideration,81.81
FAN006708,Converted Fan,Welcome Series,4,0.296,0.187,7,False,57,Awareness,19.69
FAN006709,Casual Viewer,Re-engagement,10,0.337,0.149,33,True,11,Awareness,40.54
FAN006710,Lapsed Fan,Content Newsletter,2,0.185,0.12,25,True,13,Churned,65.04
FAN006711,Converted Fan,Loyalty Reward,3,0.298,0.094,32,False,3,Churned,13.07
FAN006712,Converted Fan,Merchandise Offer,6,0.479,0.072,38,True,40,Consideration,175.55
FAN006713,Lapsed Fan,Ticket Upsell,1,0.313,0.121,18,True,51,Churned,80.72
FAN006714,New to Soccer,Re-engagement,8,0.333,0.087,7,False,44,Awareness,88.63
FAN006715,New to Soccer,Merchandise Offer,7,0.118,0.053,40,False,63,Awareness,70.16
FAN006716,Casual Viewer,Ticket Upsell,10,0.298,0.064,29,False,75,Awareness,101.55
FAN006717,Converted Fan,Re-engagement,6,0.38,0.113,9,False,78,Awareness,11.28
FAN006718,New to Soccer,Ticket Upsell,2,0.322,0.14,14,True,1,Loyalty,80.16
FAN006719,New to Soccer,Content Newsletter,5,0.429,0.01,39,True,2,Consideration,60.47
FAN006720,New to Soccer,Welcome Series,2,0.382,0.096,27,True,24,Conversion,38.29
FAN006721,New to Soccer,Welcome Series,2,0.367,0.054,34,False,24,Awareness,176.28
FAN006722,Casual Viewer,Welcome Series,2,0.562,0.175,42,True,59,Consideration,403.62
FAN006723,Converted Fan,Content Newsletter,11,0.499,0.122,8,False,84,Consideration,14.56
FAN006724,Converted Fan,Ticket Upsell,9,0.282,0.123,29,True,35,Awareness,88.17
FAN006725,Casual Viewer,Re-engagement,4,0.34,0.191,14,False,58,Conversion,48.57
FAN006726,Casual Viewer,Loyalty Reward,8,0.36,0.073,41,False,75,Awareness,133.19
FAN006727,Casual Viewer,Content Newsletter,11,0.48,0.071,29,True,27,Conversion,18.78
FAN006728,Converted Fan,Merchandise Offer,8,0.271,0.016,19,True,11,Awareness,5.49
FAN006729,Lapsed Fan,Welcome Series,5,0.487,0.05,3,False,25,Consideration,40.68
FAN006730,Lapsed Fan,Merchandise Offer,9,0.569,0.104,39,False,72,Loyalty,92.14
FAN006731,Lapsed Fan,Ticket Upsell,3,0.362,0.118,13,True,83,Awareness,119.14
FAN006732,Converted Fan,Welcome Series,5,0.205,0.01,16,True,69,Conversion,158.82
FAN006733,Converted Fan,Re-engagement,2,0.552,0.129,12,True,32,Churned,70.55
FAN006734,Lapsed Fan,Ticket Upsell,11,0.265,0.022,10,True,17,Awareness,53.84
FAN006735,Casual Viewer,Content Newsletter,10,0.265,0.084,13,True,36,Awareness,0.81
FAN006736,Converted Fan,Loyalty Reward,7,0.529,0.028,42,True,62,Churned,279.59
FAN006737,Converted Fan,Ticket Upsell,11,0.322,0.112,11,True,88,Loyalty,195.2
FAN006738,Lapsed Fan,Content Newsletter,8,0.409,0.116,26,True,13,Awareness,46.83
FAN006739,Casual Viewer,Loyalty Reward,11,0.316,0.132,35,False,17,Consideration,22.01
FAN006740,New to Soccer,Re-engagement,6,0.643,0.01,18,False,5,Consideration,70.75
FAN006741,Converted Fan,Content Newsletter,7,0.276,0.069,7,False,81,Conversion,22.23
FAN006742,New to Soccer,Loyalty Reward,5,0.409,0.078,42,False,69,Loyalty,2.85
FAN006743,New to Soccer,Re-engagement,2,0.236,0.118,24,True,74,Churned,1.47
FAN006744,Lapsed Fan,Welcome Series,3,0.423,0.158,17,False,67,Churned,20.84
FAN006745,Lapsed Fan,Content Newsletter,2,0.355,0.107,30,False,64,Conversion,146.28
FAN006746,Converted Fan,Merchandise Offer,5,0.407,0.067,12,False,64,Awareness,26.58
FAN006747,Lapsed Fan,Loyalty Reward,1,0.311,0.055,1,True,0,Conversion,180.22
FAN006748,New to Soccer,Re-engagement,8,0.2,0.011,15,False,84,Awareness,63.67
FAN006749,Casual Viewer,Merchandise Offer,4,0.308,0.092,39,True,53,Awareness,54.14
FAN006750,New to Soccer,Loyalty Reward,7,0.105,0.092,33,False,8,Consideration,60.3
FAN006751,Lapsed Fan,Welcome Series,6,0.42,0.01,22,True,3,Consideration,57.75
FAN006752,Lapsed Fan,Loyalty Reward,6,0.312,0.103,40,True,38,Consideration,18.8
FAN006753,Converted Fan,Loyalty Reward,8,0.385,0.055,42,True,12,Conversion,135.33
FAN006754,Casual Viewer,Content Newsletter,1,0.272,0.115,12,True,71,Churned,73.26
FAN006755,Lapsed Fan,Loyalty Reward,2,0.517,0.01,16,False,36,Consideration,59.08
FAN006756,Converted Fan,Loyalty Reward,2,0.518,0.134,22,False,0,Loyalty,12.97
FAN006757,Casual Viewer,Content Newsletter,3,0.183,0.152,39,False,77,Awareness,10.18
FAN006758,Lapsed Fan,Re-engagement,1,0.412,0.18,28,True,6,Awareness,38.36
FAN006759,Converted Fan,Merchandise Offer,11,0.129,0.088,24,False,76,Churned,8.47
FAN006760,Casual Viewer,Content Newsletter,5,0.149,0.01,19,True,50,Consideration,5.38
FAN006761,Casual Viewer,Ticket Upsell,5,0.236,0.091,15,True,4,Awareness,118.37
FAN006762,Lapsed Fan,Welcome Series,1,0.334,0.236,37,True,18,Consideration,111.31
FAN006763,Casual Viewer,Welcome Series,4,0.37,0.118,2,True,22,Loyalty,71.38
FAN006764,Lapsed Fan,Re-engagement,6,0.382,0.178,31,True,47,Loyalty,88.35
FAN006765,Lapsed Fan,Re-engagement,4,0.801,0.01,9,False,83,Consideration,75.36
FAN006766,Casual Viewer,Merchandise Offer,1,0.512,0.05,7,False,55,Loyalty,86.47
FAN006767,New to Soccer,Loyalty Reward,11,0.457,0.011,33,True,18,Loyalty,66.5
FAN006768,Converted Fan,Ticket Upsell,10,0.332,0.073,3,True,72,Consideration,27.8
FAN006769,Lapsed Fan,Re-engagement,7,0.387,0.111,15,True,12,Churned,102.14
FAN006770,Converted Fan,Ticket Upsell,1,0.268,0.145,4,False,77,Consideration,96.65
FAN006771,Casual Viewer,Loyalty Reward,8,0.479,0.122,0,True,63,Conversion,142.19
FAN006772,Converted Fan,Content Newsletter,5,0.228,0.163,24,False,63,Awareness,19.12
FAN006773,Converted Fan,Re-engagement,1,0.442,0.031,35,True,68,Conversion,2.27
FAN006774,Casual Viewer,Ticket Upsell,4,0.305,0.012,36,True,9,Churned,171.6
FAN006775,New to Soccer,Merchandise Offer,2,0.37,0.126,26,False,2,Conversion,88.48
FAN006776,Converted Fan,Welcome Series,5,0.129,0.138,24,False,52,Consideration,35.98
FAN006777,Casual Viewer,Ticket Upsell,2,0.397,0.125,36,True,69,Conversion,79.53
FAN006778,Casual Viewer,Welcome Series,6,0.273,0.113,0,False,19,Loyalty,81.66
FAN006779,Lapsed Fan,Content Newsletter,10,0.347,0.184,20,False,50,Consideration,142.38
FAN006780,Casual Viewer,Ticket Upsell,9,0.291,0.029,8,False,54,Conversion,6.02
FAN006781,Converted Fan,Merchandise Offer,6,0.423,0.116,10,True,4,Loyalty,227.96
FAN006782,Casual Viewer,Content Newsletter,7,0.548,0.037,36,True,44,Loyalty,47.26
FAN006783,Lapsed Fan,Merchandise Offer,1,0.423,0.058,17,False,65,Awareness,78.7
FAN006784,New to Soccer,Loyalty Reward,6,0.226,0.039,6,False,42,Loyalty,217.75
FAN006785,Casual Viewer,Merchandise Offer,11,0.289,0.053,21,True,41,Awareness,62.89
FAN006786,New to Soccer,Re-engagement,7,0.365,0.082,25,True,48,Consideration,16.8
FAN006787,Converted Fan,Welcome Series,5,0.43,0.043,32,True,0,Consideration,191.86
FAN006788,Casual Viewer,Loyalty Reward,9,0.237,0.157,8,True,79,Loyalty,152.57
FAN006789,Casual Viewer,Ticket Upsell,8,0.05,0.101,14,False,49,Consideration,97.67
FAN006790,Converted Fan,Welcome Series,11,0.282,0.018,26,False,81,Churned,81.12
FAN006791,Casual Viewer,Content Newsletter,6,0.432,0.108,25,True,72,Consideration,149.2
FAN006792,Lapsed Fan,Ticket Upsell,9,0.23,0.087,0,True,69,Conversion,156.32
FAN006793,New to Soccer,Welcome Series,4,0.411,0.122,19,False,15,Conversion,264.45
FAN006794,New to Soccer,Welcome Series,2,0.322,0.068,3,False,46,Conversion,69.08
FAN006795,Converted Fan,Ticket Upsell,7,0.393,0.018,27,False,46,Conversion,22.71
FAN006796,New to Soccer,Merchandise Offer,6,0.293,0.116,3,True,27,Awareness,55.77
FAN006797,Lapsed Fan,Welcome Series,5,0.359,0.085,12,False,35,Consideration,17.75
FAN006798,Lapsed Fan,Welcome Series,8,0.288,0.129,11,True,81,Awareness,84.24
FAN006799,Casual Viewer,Loyalty Reward,7,0.328,0.067,16,False,13,Awareness,197.25
